T4 - 9Sep_Map_MIDDAY,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column19,Column21,Column24,Column25
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI
14,30,4.79688,41.24414063,-7.114767551,-96.88,-576.9,-97.43,-575.92,152.9,37.49,34.4,1002.6,17.4,241,0.72,0.08
14,30,5.10156,41.24414063,-7.114767551,-96.88,-576.9,-97.34,-575.88,152.9,37.49,34.4,1002.6,17.4,246,0.73,0.03
14,30,5.29688,41.24414063,-7.114768505,-96.94,-576.9,-97.16,-576.1,152.9,37.49,34.4,1002.6,17.4,255,0.73,0.03
14,30,5.60156,41.24414063,-7.114771366,-97.13,-577.11,-97.43,-576.35,152.9,36.48,34.4,1002.6,17.5,249,0.73,0.03
14,30,5.79688,41.24414063,-7.11477232,-97.25,-577.12,-97.71,-576.05,152.9,36.48,34.4,1002.6,17.5,247,0.72,0.15
14,30,6.10156,41.244133,-7.114774704,-97.38,-578.35,-97.86,-577.24,152.8,36.48,34.4,1002.6,17.5,247,0.72,0.15
14,30,6.39844,41.244133,-7.114775658,-97.5,-578.36,-97.75,-577.72,152.8,36.72,34.4,1002.6,17.6,249,0.72,0.15
14,30,6.60156,41.244133,-7.114776611,-97.56,-578.37,0,0,152.8,36.72,34.4,1002.6,17.6,249,0.71,0.05
14,30,6.89844,41.244133,-7.114777565,-97.63,-578.37,0,0,152.8,0,34.4,1002.6,17.6,248,0,0
14,30,7.20313,41.244133,-7.114779472,-97.81,-578.39,-98.28,-577.3,152.8,0,34.4,1002.6,17.6,247,0,0
14,30,7.5,41.244133,-7.114780903,-97.94,-578.4,-98.39,-577.29,152.8,34.87,34.4,1002.6,17.6,248,0.64,0
14,30,7.79688,41.244133,-7.11478281,-98.06,-578.41,-98.48,-577.28,152.8,34.87,34.4,1002.6,17.6,250,0.64,0.13
14,30,8.10156,41.244133,-7.114783764,-98.18,-578.42,-98.52,-577.44,152.8,36.46,34.4,1002.6,17.6,251,0.64,0.13
14,30,8.60156,41.244133,-7.114786625,-98.37,-578.44,-98.75,-577.52,152.7,36.46,34.4,1002.6,17.5,248,0.64,0.13
14,30,8.89844,41.244133,-7.114789009,-98.68,-578.13,-99.07,-577.06,152.7,36.56,34.4,1002.6,17.5,250,0.72,0.13
14,30,9.70313,41.244133,-7.114792824,-98.99,-577.82,-99.38,-576.76,152.7,36.56,34.4,1002.6,17.5,250,0.72,0.11
14,30,10,41.244133,-7.114794731,-99.11,-577.83,-99.55,-576.71,152.7,36.56,34.4,1002.6,17.5,249,0,0.1
14,30,10.2969,41.24412537,-7.114796162,-99.3,-578.56,-99.77,-577.46,152.6,36.56,34.4,1002.6,17.5,247,0,0.1
14,30,10.6016,41.24412537,-7.114798069,-99.42,-578.57,-99.86,-577.39,152.6,36.56,34.4,1002.6,17.5,250,0.76,0.11
